NetAlan,Sehir,Ilce,Mahalle,Fiyat,OdaSayisi,SalonSayisi,BinaYasi,BalkonSayisi,SiteIcerisinde,KatTipi
145.0,Osmaniye,Merkez,Gebeli/Aslanlar,2850000,3.0,1.0,21,2,0,Normal
180.0,Osmaniye,Merkez,Köyler,6000000,4.0,1.0,0,2,1,Normal
120.0,Osmaniye,Toprakkale,Diğer,3275000,3.0,1.0,3,1,0,Normal
165.0,Osmaniye,Merkez,Tunceli,1600000,3.0,1.0,27,1,0,Normal
145.0,Osmaniye,Merkez,Gebeli/Aslanlar,2495000,3.0,1.0,28,1,1,Normal
180.0,Osmaniye,Merkez,Gebeli/Aslanlar,2495000,4.0,1.0,26,1,0,Dubleks
180.0,Osmaniye,Merkez,Köyler,5385000,4.0,1.0,2,1,0,Dubleks
145.0,Osmaniye,Merkez,Gebeli/Aslanlar,2500000,3.0,1.0,29,2,0,Normal
100.0,Osmaniye,Kadirli,Dere,1825000,2.0,1.0,14,1,0,Normal
135.0,Osmaniye,Düziçi,Ellek,2100000,3.0,1.0,18,2,0,Normal
65.0,Osmaniye,Kadirli,Cemalpaşa,1500000,1.0,1.0,7,0,1,Normal
120.0,Osmaniye,Kadirli,Dere,2750000,3.0,1.0,4,1,0,Normal
50.0,Osmaniye,Merkez,Köyler,665000,1.0,1.0,29,0,0,Normal
165.0,Osmaniye,Düziçi,Ellek,1850000,3.0,1.0,29,1,0,Normal
125.0,Osmaniye,Düziçi,Ellek,2125000,2.0,1.0,5,1,0,Normal
110.0,Osmaniye,Kadirli,Dere,2100000,2.0,1.0,16,1,0,Normal
125.0,Osmaniye,Bahçe,Diğer,2250000,2.0,1.0,11,1,0,Normal
197.0,Osmaniye,Kadirli,Cemalpaşa,3100000,4.0,1.0,21,2,0,Normal
200.0,Osmaniye,Merkez,Fatih,3200000,4.0,1.0,27,2,0,Dubleks
140.0,Osmaniye,Merkez,Bingöl,3850000,3.0,1.0,6,2,1,Normal
120.0,Osmaniye,Kadirli,Cemalpaşa,1970000,2.0,1.0,22,1,0,Normal
100.0,Osmaniye,Düziçi,Ellek,1575000,2.0,1.0,18,0,1,Normal
190.0,Osmaniye,Merkez,Gebeli/Aslanlar,3850000,3.0,1.0,25,1,1,Dubleks
115.0,Osmaniye,Kadirli,Dere,1890000,3.0,1.0,21,1,0,Normal
160.0,Osmaniye,Merkez,Gebeli/Aslanlar,2429000,3.0,1.0,29,1,0,Normal
200.0,Osmaniye,Toprakkale,Diğer,3400000,4.0,1.0,25,1,0,Normal
205.0,Osmaniye,Merkez,Köyler,3100000,4.0,1.0,26,1,0,Dubleks
197.0,Osmaniye,Kadirli,Cemalpaşa,3100000,4.0,1.0,24,2,0,Dubleks
150.0,Osmaniye,Merkez,Fatih,3675000,3.0,1.0,16,1,0,Normal
200.0,Osmaniye,Kadirli,Dere,1900000,4.0,1.0,26,2,0,Normal
50.0,Osmaniye,Merkez,Köyler,900000,1.0,1.0,24,0,0,Normal
60.0,Osmaniye,Kadirli,Cemalpaşa,1450000,1.0,1.0,1,0,0,Normal
208.0,Osmaniye,Merkez,Köyler,5000000,4.0,1.0,11,2,0,Dubleks
200.0,Osmaniye,Kadirli,Dere,3050000,4.0,1.0,21,1,0,Dubleks
151.0,Osmaniye,Merkez,Gebeli/Aslanlar,3550000,3.0,1.0,13,2,1,Normal
165.0,Osmaniye,Merkez,Fatih,3600000,3.0,1.0,14,2,1,Normal
120.0,Osmaniye,Kadirli,Dere,2150000,3.0,0.0,11,1,1,Normal
138.0,Osmaniye,Merkez,Fatih,3750000,3.0,1.0,4,2,0,Normal
80.0,Osmaniye,Kadirli,Dere,1200000,2.0,1.0,19,1,0,Normal
250.0,Osmaniye,Bahçe,Diğer,3650000,4.0,1.0,27,1,0,Dubleks
130.0,Osmaniye,Merkez,Cevatpaşa,2750000,3.0,1.0,15,0,0,Normal
155.0,Osmaniye,Merkez,Fatih,3440000,3.0,1.0,15,1,0,Normal
125.0,Osmaniye,Kadirli,Dere,2100000,2.0,1.0,16,1,0,Normal
130.0,Osmaniye,Kadirli,Cemalpaşa,3350000,3.0,1.0,2,1,0,Normal
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,1600000,3.0,1.0,28,1,0,Normal
155.0,Osmaniye,Düziçi,Ellek,1500000,3.0,1.0,28,1,0,Normal
50.0,Osmaniye,Merkez,Köyler,795000,1.0,1.0,27,0,0,Normal
177.0,Osmaniye,Kadirli,Dere,2100000,4.0,1.0,26,2,0,Normal
350.0,Osmaniye,Merkez,Köyler,2990000,3.0,1.0,27,2,0,Dubleks
140.0,Osmaniye,Toprakkale,Diğer,2500000,3.0,1.0,16,1,0,Normal
105.0,Osmaniye,Kadirli,Dere,2399900,2.0,1.0,5,2,1,Normal
300.0,Osmaniye,Merkez,Köyler,2700000,4.0,3.0,30,2,0,Tripleks
150.0,Osmaniye,Merkez,Fatih,2850000,3.0,1.0,21,2,0,Normal
165.0,Osmaniye,Toprakkale,Diğer,2250000,3.0,1.0,26,2,1,Normal
65.0,Osmaniye,Merkez,Köyler,975000,2.0,1.0,26,1,0,Normal
160.0,Osmaniye,Merkez,Fatih,2740000,3.0,1.0,28,3,0,Normal
120.0,Osmaniye,Kadirli,Cemalpaşa,1700000,2.5,1.0,22,0,0,Normal
160.0,Osmaniye,Merkez,Gebeli/Aslanlar,4875000,4.0,1.0,2,1,1,Normal
170.0,Osmaniye,Merkez,Gebeli/Aslanlar,1900000,3.0,1.0,28,1,0,Normal
210.0,Osmaniye,Kadirli,Cemalpaşa,3700000,4.0,1.0,13,1,0,Dubleks
105.0,Osmaniye,Merkez,Köyler,2725000,2.0,1.0,5,1,1,Normal
185.0,Osmaniye,Merkez,Gebeli/Aslanlar,3800000,4.0,1.0,22,2,0,Normal
190.0,Osmaniye,Merkez,Fatih,5000000,4.0,1.0,5,2,1,Dubleks
170.0,Osmaniye,Merkez,Köyler,3950000,4.0,1.0,17,1,1,Normal
204.0,Osmaniye,Kadirli,Cemalpaşa,3550000,4.0,1.0,17,1,0,Dubleks
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,3100000,3.0,1.0,20,1,0,Normal
145.0,Osmaniye,Kadirli,Cemalpaşa,2400000,2.0,1.0,12,1,0,Normal
205.0,Osmaniye,Kadirli,Cemalpaşa,2800000,4.0,1.0,27,1,0,Normal
170.0,Osmaniye,Kadirli,Cemalpaşa,3150000,4.0,1.0,17,1,0,Normal
155.0,Osmaniye,Merkez,Fatih,2250000,3.0,1.0,26,2,0,Normal
155.0,Osmaniye,Bahçe,Diğer,2500000,3.0,1.0,23,1,0,Normal
205.0,Osmaniye,Merkez,Fatih,975000,4.0,1.0,30,2,0,Dubleks
130.0,Osmaniye,Merkez,Cevatpaşa,3500000,3.0,1.0,4,0,0,Normal
140.0,Osmaniye,Merkez,Fatih,3600000,3.0,1.0,6,1,1,Normal
140.0,Osmaniye,Merkez,Sinop,3550000,3.0,1.0,6,1,1,Normal
210.0,Osmaniye,Merkez,Gebeli/Aslanlar,3650000,4.0,1.0,28,1,0,Normal
65.0,Osmaniye,Düziçi,Ellek,950000,1.0,1.0,18,0,0,Normal
160.0,Osmaniye,Merkez,Fatih,2390000,3.0,1.0,28,2,1,Normal
140.0,Osmaniye,Merkez,Fatih,3075000,3.0,1.0,11,2,1,Normal
170.0,Osmaniye,Merkez,Fatih,3450000,3.0,1.0,25,1,0,Normal
170.0,Osmaniye,Merkez,Fatih,2850000,3.0,1.0,26,2,0,Normal
120.0,Osmaniye,Kadirli,Cemalpaşa,2390000,2.0,1.0,8,1,0,Normal
195.0,Osmaniye,Kadirli,Dere,2800000,4.0,1.0,25,2,0,Dubleks
148.0,Osmaniye,Kadirli,Cemalpaşa,2240000,3.0,1.0,20,2,0,Normal
115.0,Osmaniye,Kadirli,Cemalpaşa,1900000,2.0,1.0,15,2,0,Normal
139.0,Osmaniye,Kadirli,Dere,2250000,3.0,1.0,20,1,0,Normal
120.0,Osmaniye,Toprakkale,Diğer,2600000,2.0,1.0,4,1,1,Normal
192.0,Osmaniye,Merkez,Köyler,5400000,4.0,1.0,10,2,1,Dubleks
280.0,Osmaniye,Kadirli,Dere,4250000,4.0,1.0,24,2,0,Dubleks
115.0,Osmaniye,Merkez,Fatih,2550000,2.0,1.0,17,1,0,Normal
117.0,Osmaniye,Merkez,Gebeli/Aslanlar,2450000,2.5,1.0,14,1,1,Normal
55.0,Osmaniye,Düziçi,Ellek,549000,2.0,1.0,26,1,0,Normal
182.0,Osmaniye,Düziçi,Ellek,2100000,3.0,1.0,29,2,0,Normal
125.0,Osmaniye,Kadirli,Cemalpaşa,1990000,2.0,1.0,22,1,0,Normal
180.0,Osmaniye,Bahçe,Diğer,3050000,3.0,1.0,25,1,1,Dubleks
160.0,Osmaniye,Merkez,Gebeli/Aslanlar,1950000,3.0,1.0,27,2,0,Normal
170.0,Osmaniye,Düziçi,Ellek,2300000,3.0,1.0,25,2,0,Normal
165.0,Osmaniye,Düziçi,Ellek,2350000,3.0,1.0,12,3,0,Normal
145.0,Osmaniye,Merkez,Fatih,3200000,3.0,1.0,15,2,0,Normal
65.0,Osmaniye,Kadirli,Dere,1150000,1.0,1.0,11,0,0,Normal
165.0,Osmaniye,Merkez,Gebeli/Aslanlar,2995000,3.0,1.0,24,2,0,Normal
208.0,Osmaniye,Merkez,Köyler,4500000,4.0,1.0,16,2,0,Normal
180.0,Osmaniye,Merkez,Fatih,3600000,3.0,1.0,25,2,1,Normal
220.0,Osmaniye,Kadirli,Dere,3000000,4.0,1.0,30,1,0,Normal
170.0,Osmaniye,Merkez,Gebeli/Aslanlar,1465000,3.0,1.0,30,2,0,Normal
145.0,Osmaniye,Merkez,Fatih,2650000,3.0,1.0,24,1,0,Normal
200.0,Osmaniye,Düziçi,Ellek,2200000,4.0,1.0,27,2,0,Normal
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,2575000,3.0,1.0,30,1,0,Normal
180.0,Osmaniye,Merkez,Köyler,4500000,3.0,1.0,12,1,1,Dubleks
125.0,Osmaniye,Merkez,Artvin,2950000,2.0,1.0,12,2,0,Normal
60.0,Osmaniye,Kadirli,Cemalpaşa,1200000,1.0,1.0,6,0,0,Normal
210.0,Osmaniye,Merkez,Köyler,6750000,4.0,1.0,0,1,1,Normal
160.0,Osmaniye,Bahçe,Diğer,3350000,3.0,1.0,14,1,0,Normal
125.0,Osmaniye,Kadirli,Dere,2710000,3.0,1.0,5,1,0,Normal
180.0,Osmaniye,Düziçi,Ellek,3300000,3.0,1.0,5,1,0,Normal
140.0,Osmaniye,Merkez,Köyler,3190000,3.0,1.0,18,2,0,Normal
200.0,Osmaniye,Merkez,Köyler,5500000,4.0,1.0,4,2,0,Dubleks
185.0,Osmaniye,Kadirli,Cemalpaşa,2580000,4.0,1.0,20,2,1,Dubleks
105.0,Osmaniye,Bahçe,Diğer,1930000,2.0,1.0,18,1,1,Normal
135.0,Osmaniye,Kadirli,Cemalpaşa,1200000,3.0,1.0,26,2,0,Normal
155.0,Osmaniye,Kadirli,Dere,2830000,3.0,1.0,13,2,0,Normal
55.0,Osmaniye,Düziçi,Ellek,585000,2.0,1.0,29,0,1,Normal
165.0,Osmaniye,Düziçi,Ellek,1800000,3.0,1.0,30,1,0,Normal
175.0,Osmaniye,Kadirli,Cemalpaşa,3100000,3.0,1.0,11,1,0,Dubleks
135.0,Osmaniye,Merkez,Dumlupınar,3450000,3.0,1.0,10,1,1,Normal
140.0,Osmaniye,Merkez,Köyler,3190000,3.0,1.0,12,1,1,Normal
205.0,Osmaniye,Düziçi,Ellek,2250000,4.0,1.0,30,1,1,Normal
210.0,Osmaniye,Merkez,Köyler,4800000,4.0,1.0,18,1,1,Normal
120.0,Osmaniye,Toprakkale,Diğer,2550000,3.0,1.0,6,1,1,Normal
98.0,Osmaniye,Kadirli,Dere,2000000,2.0,1.0,4,1,0,Normal
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,2800000,3.0,1.0,24,1,0,Normal
185.0,Osmaniye,Kadirli,Cemalpaşa,2470000,3.0,1.0,29,2,0,Dubleks
133.0,Osmaniye,Merkez,Köyler,4200000,3.5,1.0,1,0,0,Normal
55.0,Osmaniye,Kadirli,Cemalpaşa,1200000,1.0,1.0,10,0,1,Normal
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,2400000,3.0,1.0,27,1,0,Normal
180.0,Osmaniye,Düziçi,Ellek,2900000,3.0,1.0,13,2,0,Dubleks
195.0,Osmaniye,Kadirli,Dere,1650000,4.0,1.0,28,2,0,Normal
50.0,Osmaniye,Merkez,Köyler,1200000,1.0,1.0,11,0,0,Normal
170.0,Osmaniye,Merkez,Eşrefpaşa,3600000,4.0,1.0,15,2,0,Normal
190.0,Osmaniye,Düziçi,Ellek,2800000,4.0,1.0,17,1,0,Normal
170.0,Osmaniye,Kadirli,Dere,3700000,4.0,1.0,10,2,0,Normal
60.0,Osmaniye,Merkez,Köyler,715000,1.0,1.0,30,0,1,Normal
170.0,Osmaniye,Düziçi,Ellek,2420000,3.0,1.0,15,1,0,Normal
215.0,Osmaniye,Kadirli,Cemalpaşa,4250000,4.0,1.0,12,1,1,Normal
175.0,Osmaniye,Düziçi,Ellek,2300000,3.0,1.0,20,1,1,Dubleks
60.0,Osmaniye,Merkez,Köyler,850000,1.0,1.0,28,1,0,Normal
75.0,Osmaniye,Kadirli,Dere,2200000,2.0,1.0,3,1,1,Normal
150.0,Osmaniye,Kadirli,Cemalpaşa,3400000,3.0,1.0,8,1,1,Normal
170.0,Osmaniye,Merkez,Gebeli/Aslanlar,2900000,4.0,1.0,26,1,0,Normal
180.0,Osmaniye,Merkez,Fatih,2350000,4.0,1.0,27,1,0,Dubleks
60.0,Osmaniye,Merkez,Köyler,1325000,2.0,1.0,14,1,0,Normal
140.0,Osmaniye,Kadirli,Dere,3500000,3.0,1.0,2,2,1,Normal
65.0,Osmaniye,Merkez,Fatih,1200000,1.0,1.0,23,0,0,Normal
175.0,Osmaniye,Merkez,Fatih,4000000,3.0,1.0,16,2,0,Normal
185.0,Osmaniye,Merkez,Ardahan,3700000,4.0,1.0,20,1,0,Normal
170.0,Osmaniye,Merkez,Gebeli/Aslanlar,4000000,4.0,1.0,12,2,0,Normal
150.0,Osmaniye,Bahçe,Diğer,2200000,3.0,1.0,28,2,0,Normal
210.0,Osmaniye,Düziçi,Ellek,2140000,4.0,1.0,30,1,0,Normal
175.0,Osmaniye,Kadirli,Cemalpaşa,2875000,3.0,1.0,23,1,0,Dubleks
190.0,Osmaniye,Merkez,Gebeli/Aslanlar,2050000,4.0,1.0,28,2,0,Dubleks
155.0,Osmaniye,Merkez,Fatih,2250000,3.0,1.0,30,1,0,Normal
175.0,Osmaniye,Düziçi,Ellek,2800000,3.0,1.0,15,1,0,Dubleks
170.0,Osmaniye,Toprakkale,Diğer,2750000,4.0,1.0,20,1,1,Normal
170.0,Osmaniye,Toprakkale,Diğer,1900000,4.0,1.0,28,2,0,Normal
152.0,Osmaniye,Kadirli,Cemalpaşa,2875000,3.0,1.0,18,1,0,Normal
185.0,Osmaniye,Düziçi,Ellek,3550000,3.0,1.0,6,2,0,Normal
165.0,Osmaniye,Merkez,Fatih,2700000,3.0,1.0,28,2,0,Normal
175.0,Osmaniye,Merkez,Köyler,4000000,4.0,1.0,13,2,0,Dubleks
160.0,Osmaniye,Merkez,Köyler,3590000,4.0,1.0,18,2,0,Normal
205.0,Osmaniye,Kadirli,Cemalpaşa,2650000,4.0,1.0,26,2,0,Normal
150.0,Osmaniye,Kadirli,Dere,1690000,3.0,1.0,29,1,0,Normal
190.0,Osmaniye,Düziçi,Ellek,4500000,4.0,1.0,1,1,1,Normal
125.0,Osmaniye,Merkez,Köyler,1925000,2.0,1.0,30,1,0,Normal
170.0,Osmaniye,Kadirli,Cemalpaşa,2200000,3.0,1.0,29,1,0,Normal
185.0,Osmaniye,Düziçi,Ellek,2600000,4.0,1.0,12,1,0,Dubleks
100.0,Osmaniye,Kadirli,Köyler,1250000,2.0,2.0,29,1,0,Dubleks
105.0,Osmaniye,Düziçi,Ellek,1050000,3.0,1.0,30,1,0,Normal
330.0,Osmaniye,Kadirli,Cemalpaşa,3700000,5.0,1.0,26,1,0,Tripleks
170.0,Osmaniye,Merkez,Köyler,4500000,3.0,1.0,7,1,1,Normal
46.0,Osmaniye,Merkez,Fatih,1495000,1.0,1.0,0,0,1,Normal
103.0,Osmaniye,Kadirli,Cemalpaşa,2350000,2.0,1.0,5,2,0,Normal
179.0,Osmaniye,Merkez,Köyler,2750000,3.0,1.0,30,2,0,Dubleks
95.0,Osmaniye,Merkez,Fatih,2150000,2.0,1.0,18,0,0,Normal
44.0,Osmaniye,Düziçi,Ellek,1300000,1.0,1.0,2,0,1,Normal
165.0,Osmaniye,Kadirli,Cemalpaşa,3350000,3.0,1.0,4,1,1,Normal
180.0,Osmaniye,Kadirli,Cemalpaşa,4250000,3.0,1.0,1,3,0,Dubleks
260.0,Osmaniye,Merkez,Gebeli/Aslanlar,4000000,5.0,1.0,26,2,0,Dubleks
165.0,Osmaniye,Merkez,Fatih,2850000,3.0,1.0,28,2,0,Normal
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,3750000,3.0,1.0,11,2,0,Normal
150.0,Osmaniye,Merkez,Fatih,2550000,3.0,1.0,29,1,0,Normal
145.0,Osmaniye,Bahçe,Diğer,2500000,3.0,1.0,20,1,1,Normal
210.0,Osmaniye,Kadirli,Cemalpaşa,3700000,4.0,1.0,11,1,0,Dubleks
105.0,Osmaniye,Bahçe,Diğer,2055000,2.0,1.0,14,2,0,Normal
165.0,Osmaniye,Merkez,Fatih,3250000,3.0,1.0,25,2,1,Normal
120.0,Osmaniye,Kadirli,Cemalpaşa,2550000,2.0,1.0,9,1,0,Normal
200.0,Osmaniye,Merkez,Fatih,3250000,4.0,1.0,26,2,0,Normal
220.0,Osmaniye,Düziçi,Ellek,3950000,4.0,1.0,6,2,0,Dubleks
170.0,Osmaniye,Kadirli,Dere,2500000,3.0,1.0,20,2,0,Normal
140.0,Osmaniye,Düziçi,Ellek,1210000,2.0,1.0,27,1,0,Normal
75.0,Osmaniye,Düziçi,Ellek,1125000,1.0,1.0,17,1,0,Normal
60.0,Osmaniye,Merkez,Köyler,950000,2.0,1.0,27,0,0,Normal
65.0,Osmaniye,Merkez,Köyler,980000,1.5,1.0,26,0,0,Normal
130.0,Osmaniye,Merkez,Fatih,2350000,3.0,1.0,22,1,0,Normal
200.0,Osmaniye,Düziçi,Ellek,3080000,4.0,1.0,11,2,0,Normal
300.0,Osmaniye,Merkez,Gebeli/Aslanlar,3899000,6.0,1.0,28,2,0,Dubleks
192.0,Osmaniye,Merkez,Köyler,5800000,4.0,1.0,1,1,1,Normal
190.0,Osmaniye,Kadirli,Dere,3750000,4.0,1.0,18,2,0,Normal
60.0,Osmaniye,Merkez,Köyler,900000,1.0,1.0,26,0,0,Normal
82.0,Osmaniye,Düziçi,Ellek,2200000,2.0,1.0,3,0,0,Normal
120.0,Osmaniye,Kadirli,Dere,2180000,2.0,1.0,12,2,1,Normal
165.0,Osmaniye,Merkez,Fatih,3150000,3.0,1.0,24,2,1,Normal
160.0,Osmaniye,Kadirli,Cemalpaşa,3150000,3.0,0.0,17,1,0,Normal
175.0,Osmaniye,Düziçi,Ellek,2700000,3.0,1.0,16,3,1,Dubleks
95.0,Osmaniye,Merkez,Gebeli/Aslanlar,1420000,2.0,1.0,29,1,0,Normal
205.0,Osmaniye,Düziçi,Ellek,2700000,4.0,1.0,23,1,1,Dubleks
144.0,Osmaniye,Merkez,Gebeli/Aslanlar,4050000,4.0,1.0,7,1,1,Normal
115.0,Osmaniye,Düziçi,Ellek,1550000,2.0,1.0,21,1,0,Normal
160.0,Osmaniye,Merkez,Konuralp,2350000,3.0,2.0,28,1,0,Dubleks
105.0,Osmaniye,Kadirli,Cemalpaşa,975000,2.0,1.0,30,1,0,Normal
190.0,Osmaniye,Düziçi,Ellek,2260000,3.0,1.0,24,2,0,Normal
150.0,Osmaniye,Bahçe,Diğer,2400000,3.0,1.0,22,1,1,Normal
117.0,Osmaniye,Merkez,Gebeli/Aslanlar,2300000,2.0,1.0,25,1,0,Normal
180.0,Osmaniye,Bahçe,Diğer,3800000,3.0,1.0,13,1,0,Dubleks
97.0,Osmaniye,Merkez,Köyler,3400000,2.0,1.0,2,1,0,Normal
181.0,Osmaniye,Merkez,Dokumacılar,5000000,4.0,1.0,4,1,1,Dubleks
165.0,Osmaniye,Merkez,Köyler,2500000,3.0,1.0,26,1,0,Normal
126.0,Osmaniye,Merkez,Yenisanayi,1999000,3.0,1.0,27,2,0,Normal
130.0,Osmaniye,Merkez,Köyler,3000000,2.0,1.0,14,2,0,Normal
175.0,Osmaniye,Düziçi,Ellek,3200000,3.0,1.0,7,2,0,Normal
55.0,Osmaniye,Merkez,Köyler,1440000,2.0,1.0,10,0,0,Normal
150.0,Osmaniye,Kadirli,Cemalpaşa,3745000,3.0,1.0,3,2,0,Normal
166.0,Osmaniye,Kadirli,Cemalpaşa,2750000,3.0,1.0,13,2,0,Normal
180.0,Osmaniye,Merkez,Fatih,2995000,3.0,1.0,29,2,0,Dubleks
147.0,Osmaniye,Toprakkale,Diğer,3190000,3.0,1.0,6,2,0,Normal
145.0,Osmaniye,Merkez,Fatih,3400000,3.0,1.0,14,3,0,Normal
210.0,Osmaniye,Kadirli,Cemalpaşa,4850000,4.0,1.0,9,2,1,Dubleks
165.0,Osmaniye,Merkez,Fatih,2450000,3.0,1.0,27,1,0,Normal
175.0,Osmaniye,Düziçi,Ellek,2900000,3.0,1.0,14,1,0,Dubleks
195.0,Osmaniye,Merkez,Barbaros,3600000,4.0,1.0,21,1,0,Dubleks
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,3675000,3.0,1.0,11,1,0,Normal
192.0,Osmaniye,Merkez,Köyler,5600000,4.0,1.0,6,2,0,Dubleks
155.0,Osmaniye,Merkez,Gebeli/Aslanlar,3450000,4.0,1.0,11,2,0,Normal
200.0,Osmaniye,Kadirli,Dere,1950000,4.0,1.0,27,2,1,Normal
80.0,Osmaniye,Merkez,Fatih,1380000,1.0,1.0,30,0,1,Normal
150.0,Osmaniye,Merkez,Fatih,2388000,3.0,1.0,27,2,0,Normal
165.0,Osmaniye,Merkez,Fatih,3199999,3.0,1.0,19,1,0,Normal
175.0,Osmaniye,Düziçi,Ellek,2000000,3.0,1.0,27,1,0,Normal
180.0,Osmaniye,Merkez,Fatih,2550000,3.0,1.0,30,2,0,Dubleks
167.0,Osmaniye,Merkez,Gebeli/Aslanlar,2650000,4.0,1.0,27,1,0,Normal
183.0,Osmaniye,Merkez,Fatih,6200000,4.0,1.0,1,1,0,Dubleks
65.0,Osmaniye,Merkez,Köyler,1250000,2.0,1.0,23,1,0,Normal
186.0,Osmaniye,Merkez,Köyler,5500000,4.0,1.0,8,2,0,Dubleks
120.0,Osmaniye,Merkez,Köyler,2800000,2.0,1.0,13,2,0,Normal
190.0,Osmaniye,Merkez,Köyler,5000000,4.0,1.0,4,1,0,Dubleks
210.0,Osmaniye,Merkez,Köyler,7500000,4.0,1.0,1,1,0,Dubleks
120.0,Osmaniye,Merkez,Gebeli/Aslanlar,2625000,2.0,1.0,13,0,0,Normal
190.0,Osmaniye,Merkez,Köyler,6000000,4.0,1.0,3,1,0,Dubleks
150.0,Osmaniye,Merkez,Köyler,2920000,3.0,1.0,23,1,0,Normal
200.0,Osmaniye,Merkez,Fatih,6900000,4.0,1.0,1,2,1,Normal
165.0,Osmaniye,Merkez,Köyler,4200000,4.0,1.0,10,1,1,Normal
183.0,Osmaniye,Merkez,Fatih,5700000,4.0,1.0,0,2,0,Normal
260.0,Osmaniye,Bahçe,Diğer,4200000,2.0,1.0,25,1,0,Normal
210.0,Osmaniye,Merkez,Köyler,7100000,4.0,1.0,1,1,1,Dubleks
53.0,Osmaniye,Merkez,Aybey,2000000,1.0,1.0,1,0,1,Normal
210.0,Osmaniye,Merkez,Köyler,6900000,4.0,1.0,3,1,0,Normal
206.0,Osmaniye,Merkez,Fatih,6950000,4.5,1.0,3,2,0,Dubleks
175.0,Osmaniye,Merkez,Köyler,4500000,4.0,1.0,5,1,1,Dubleks
185.0,Osmaniye,Merkez,Sinop,3490000,4.0,1.0,20,2,0,Dubleks
50.0,Osmaniye,Merkez,Köyler,1335000,1.0,1.0,8,0,0,Normal
190.0,Osmaniye,Merkez,Fatih,2850000,4.0,1.0,26,1,0,Dubleks
110.0,Osmaniye,Merkez,Fatih,1850000,2.0,1.0,28,1,0,Normal
165.0,Osmaniye,Merkez,Köyler,3900000,3.0,1.0,12,1,0,Normal
195.0,Osmaniye,Merkez,Gebeli/Aslanlar,3850000,4.0,1.0,20,1,0,Dubleks
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,3550000,3.0,1.0,13,1,1,Normal
165.0,Osmaniye,Merkez,Fatih,2700000,3.0,1.0,30,1,0,Normal
200.0,Osmaniye,Merkez,Köyler,5650000,4.0,1.0,4,1,1,Normal
135.0,Osmaniye,Merkez,Fatih,3300000,3.0,1.0,13,2,0,Normal
160.0,Osmaniye,Merkez,Gebeli/Aslanlar,2970000,3.0,1.0,24,2,0,Normal
145.0,Osmaniye,Merkez,Gebeli/Aslanlar,3200000,3.0,1.0,18,1,0,Normal
140.0,Osmaniye,Merkez,Fatih,2275000,3.0,1.0,30,2,0,Normal
185.0,Osmaniye,Kadirli,Cemalpaşa,2550000,3.0,1.0,27,1,0,Dubleks
220.0,Osmaniye,Toprakkale,Diğer,3950000,4.0,1.0,17,1,0,Normal
150.0,Osmaniye,Merkez,Gebeli/Aslanlar,2300000,3.0,1.0,28,1,0,Normal
220.0,Osmaniye,Kadirli,Cemalpaşa,2300000,4.0,1.0,30,1,0,Dubleks
400.0,Osmaniye,Merkez,Köyler,3950000,6.0,1.0,29,2,1,Dubleks
160.0,Osmaniye,Merkez,Fatih,3250000,3.0,1.0,22,2,0,Normal
240.0,Osmaniye,Kadirli,Cemalpaşa,3600000,4.0,1.0,25,1,0,Normal
145.0,Osmaniye,Merkez,Gebeli/Aslanlar,3500000,3.0,1.0,12,1,0,Normal
165.0,Osmaniye,Merkez,Fatih,3000000,3.0,1.0,22,1,0,Normal
165.0,Osmaniye,Merkez,Fatih,3300000,4.0,1.0,25,1,0,Normal
170.0,Osmaniye,Merkez,Cevatpaşa,5600000,4.0,1.0,0,1,1,Normal
137.0,Osmaniye,Merkez,Gebeli/Aslanlar,3000000,3.0,1.0,11,2,1,Normal
190.0,Osmaniye,Toprakkale,Diğer,3500000,4.0,1.0,12,1,0,Dubleks
135.0,Osmaniye,Hasanbeyli,Diğer,2020000,3.0,1.0,12,1,0,Normal
175.0,Osmaniye,Merkez,Gebeli/Aslanlar,1850000,4.0,1.0,28,1,0,Dubleks
180.0,Osmaniye,Merkez,Köyler,4500000,4.0,1.0,17,1,0,Normal
195.0,Osmaniye,Kadirli,Cemalpaşa,2260000,4.0,1.0,26,1,1,Dubleks
155.0,Osmaniye,Merkez,Fatih,3390000,3.0,1.0,11,3,0,Normal
145.0,Osmaniye,Kadirli,Dere,2200000,3.0,1.0,24,3,0,Normal
225.0,Osmaniye,Düziçi,Ellek,3050000,4.0,1.0,24,1,0,Normal
290.0,Osmaniye,Merkez,Fatih,4475000,6.0,2.0,26,2,0,Tripleks
176.0,Osmaniye,Merkez,Gebeli/Aslanlar,2615000,3.0,1.0,28,1,0,Normal
220.0,Osmaniye,Merkez,Köyler,5900000,4.0,1.0,5,2,1,Normal
155.0,Osmaniye,Merkez,Cevatpaşa,1900000,3.0,1.0,29,1,0,Normal
75.0,Osmaniye,Merkez,Köyler,725000,1.0,1.0,26,0,1,Normal
